Caller,Callee,CallTime,Duration,IMEI,IMSI,CellTowerID,FraudType
+918107613491,+918373313591,2023-12-20 17:18:47,2978,197981376737799,478298920679261,TWR-7510,SIM Swap
+918400703953,+918186273502,2023-07-21 19:50:41,1876,985575064897050,487689060562282,TWR-9561,Vishing
+917483264745,+918780016559,2023-02-28 02:46:03,607,761955678063799,479191060701742,TWR-2654,Vishing
+919300528259,+918476906868,2023-12-07 22:33:39,1683,531267390584140,468340036938301,TWR-8750,None
+917739592196,+918182894728,2023-06-06 11:59:22,589,785286162253150,497623235739769,TWR-7581,None
+918699916883,+918423756197,2023-09-26 04:03:16,973,939636253300048,402844867970563,TWR-6535,Vishing
+918335517080,+918204079697,2023-11-24 07:53:57,2013,883835217610309,413824146175590,TWR-4734,None
+918290553691,+918903145590,2023-10-28 14:29:27,3382,403337738366213,458655203563822,TWR-2462,None
+918897158366,+917907915284,2023-12-21 17:48:38,3374,934230426554638,472516469227838,TWR-3604,None
+918336263518,+919176669141,2023-06-06 15:49:19,555,132592654271006,427127759637809,TWR-4288,None
+918071552532,+917142039044,2023-06-27 06:24:35,207,505749503366556,428023393018856,TWR-5488,Vishing
+918993803105,+919169501271,2023-06-04 03:46:12,2602,239470142606523,404302187884906,TWR-4963,Vishing
+919099323053,+919551397793,2023-06-23 05:59:07,727,760769871903108,449222693172473,TWR-6640,None
+918110935906,+919958590550,2023-02-05 02:30:49,1167,535230628839106,422926748675676,TWR-4511,None
+919780475472,+917966848837,2023-09-21 04:34:39,846,833620224567627,472238813771448,TWR-1328,SIM Swap
+917038216544,+919036231979,2023-12-20 23:56:22,541,295007180579954,431490736565722,TWR-5135,SIM Swap
+918311939403,+919760548616,2023-04-17 22:42:51,1735,523874168512332,449077953858857,TWR-8520,Vishing
+917937200760,+919004452735,2023-04-28 08:11:46,2773,547156018521639,414399240729430,TWR-1120,SIM Swap
+919844794993,+918607304606,2023-08-07 01:09:34,2651,785728438778415,442005994242844,TWR-2771,Vishing
+917274178050,+918444327294,2023-04-18 09:00:38,2623,394026060361280,442050527855024,TWR-4086,None
+919221759035,+918032089545,2023-12-16 09:41:27,232,554972757755993,444979734479868,TWR-3292,SIM Swap
+917109329542,+919814924004,2023-07-13 03:51:02,1210,555538914041599,482051206916755,TWR-4111,Vishing
+917955042637,+919947713853,2023-07-27 15:09:37,2614,635633037558647,450455866479238,TWR-9311,Vishing
+917730087155,+919824433548,2023-12-07 09:31:24,2286,430769094339434,466254584710071,TWR-3096,SIM Swap
+918110901233,+919401022668,2023-10-24 06:54:47,749,865289929740828,447239914036023,TWR-2463,None
+918525930586,+917959186138,2023-10-17 00:32:21,3569,573409794155497,452309829694250,TWR-5269,SIM Swap
+918262939955,+918991836726,2023-11-27 13:53:18,482,160436505761209,489283206313148,TWR-2166,Vishing
+917835559278,+919149533961,2023-02-16 12:45:55,3553,529722991474024,441989875924752,TWR-7768,None
+917647588523,+917589979266,2023-03-19 18:53:58,1403,261256512382670,425382035524687,TWR-2324,Vishing
+918428632583,+919710265109,2023-03-10 16:07:17,1283,165316292822619,463617075832683,TWR-5481,None
+917724156214,+919475099081,2023-10-24 21:30:17,648,984069580991618,418211039469752,TWR-8105,SIM Swap
+918844300709,+918732561822,2023-06-16 14:48:25,1955,105254391334512,475119140036037,TWR-4267,SIM Swap
+918602458325,+917060460757,2023-12-13 10:06:07,1319,314570256946316,495240976737978,TWR-1067,SIM Swap
+918068687175,+917971803809,2023-09-27 08:07:08,3592,451385638358656,414453118704639,TWR-7284,SIM Swap
+919528321354,+918314754322,2023-03-06 20:44:27,267,151474426457579,464163765530815,TWR-9524,SIM Swap
+919251068157,+918450990916,2023-06-18 10:03:10,2813,250637368526782,468989636122192,TWR-6885,None
+917708169264,+918732553940,2023-01-08 10:15:19,935,918716219351035,418468294430875,TWR-4460,SIM Swap
+917094116768,+919532711433,2023-07-15 23:31:32,692,512742591154994,491554577076103,TWR-1612,Vishing
+919750158124,+918098606132,2023-10-27 12:34:04,2190,154703379825373,493162341605767,TWR-2771,SIM Swap
+917084790270,+917207167992,2023-09-25 20:56:01,474,600253810871734,417391955758984,TWR-9966,Vishing
+919037516736,+917657675888,2023-03-21 19:21:05,2847,809668981483656,442374187305082,TWR-7895,SIM Swap
+917433705141,+919845342687,2023-07-22 01:38:00,1105,781884567710913,419304592624981,TWR-7862,None
+919197239905,+919652992543,2023-02-15 17:21:56,1157,983561161813290,470047078029623,TWR-4254,SIM Swap
+917857917067,+918129550258,2023-11-19 22:07:50,2142,327066215555021,499000533435360,TWR-7713,Vishing
+917688799369,+917169246232,2023-08-01 21:01:24,2033,333843404382667,446529445153497,TWR-4842,None
+917054758244,+919884642366,2023-02-04 13:33:59,452,746439115015785,469538393949560,TWR-3443,None
+919197757742,+917322329612,2023-10-09 00:06:06,2963,825459730048265,464279473377803,TWR-5850,Vishing
+918994056084,+917215092803,2023-02-08 18:17:11,3330,505566419803230,495248637585135,TWR-6123,Vishing
+917497791242,+917408015311,2023-11-27 14:11:12,3105,151667985378687,493356003545462,TWR-3793,Vishing
+918535568489,+918879969532,2023-08-30 11:39:41,1098,925363343328718,452441949907037,TWR-6615,None
+917488904732,+918721326325,2023-06-05 10:36:08,1869,876759377018889,467310086102233,TWR-7909,SIM Swap
+917716309186,+917485574228,2023-02-21 11:05:50,2851,166029652153403,422436240641987,TWR-2699,Vishing
+919537253239,+919073072687,2023-11-08 13:38:59,2330,593327152262191,486033268414340,TWR-7221,Vishing
+919625764422,+917123764767,2023-12-01 23:47:20,2803,247106459980090,415893475466591,TWR-7738,Vishing
+917197449658,+917272026241,2023-04-12 14:24:31,2682,113917043680752,473863464271850,TWR-4669,SIM Swap
+918452990192,+919229516148,2023-07-23 03:40:29,2819,796075473729806,460915930221043,TWR-5072,Vishing
+918484982750,+919850615512,2023-09-20 15:31:53,2627,267367938623012,486260070738273,TWR-1894,None
+919763376419,+917673997936,2023-07-16 08:13:52,3476,184289443588224,469195150505844,TWR-6253,None
+918421182517,+918194675791,2023-01-20 13:18:09,2076,719803392035685,453290422268302,TWR-7607,None
+917338574832,+918971796256,2023-06-22 12:08:25,3281,604515089558221,462919116771959,TWR-6178,None
+919136202250,+919806215682,2023-01-07 21:37:13,420,564253337719370,478409076852737,TWR-9996,None
+917390393407,+919595033294,2023-08-29 10:06:53,2611,733131902331926,492123641951236,TWR-8474,Vishing
+918560544045,+917233110260,2023-11-14 03:09:29,913,611675965190160,478835550529647,TWR-8751,SIM Swap
+919822511659,+918560338203,2023-10-06 00:47:50,1853,209702544401040,492735900142288,TWR-4633,None
+918466117662,+918525310290,2023-11-19 07:04:42,2595,716642593648476,452619886252169,TWR-2741,None
+917705041929,+919114937010,2023-02-24 13:04:52,3366,935992693236181,457594315544783,TWR-2752,Vishing
+919623588379,+917841476312,2023-03-14 20:01:52,494,342731764211036,426821131971319,TWR-6536,None
+918780136605,+917199717518,2023-12-26 20:47:06,2593,856763949543400,417341311898413,TWR-8381,Vishing
+919828049969,+919531093634,2023-07-15 19:27:43,551,661631243218802,474637960299844,TWR-1795,SIM Swap
+918858906417,+919513074317,2023-07-07 13:15:07,2082,299513730033512,481426961332006,TWR-3845,SIM Swap
+917551395583,+917444760892,2023-05-31 10:52:54,2693,782477177627200,445298516253491,TWR-9259,Vishing
+918798151372,+919615607979,2023-12-22 16:54:07,2836,379493976194122,455994663723301,TWR-6617,Vishing
+918944957475,+917572827654,2023-02-23 15:55:51,1690,888146266507985,442067109985694,TWR-9975,Vishing
+919377614706,+919716924538,2023-03-26 09:46:46,822,802747744647981,440895451883436,TWR-6657,SIM Swap
+917569820733,+919792099745,2023-03-11 01:20:04,2063,881725032560800,445370474915416,TWR-2890,Vishing
+919414975110,+919063173119,2023-08-15 08:08:53,2337,851155174117224,458753907599763,TWR-9747,Vishing
+918814135645,+917054848947,2023-07-23 00:11:47,436,528818233310260,407465277333948,TWR-1927,None
+918146662918,+917691212228,2023-04-22 07:27:01,2799,264863395808292,408730978662912,TWR-5835,None
+919324316421,+917138754863,2023-05-20 07:09:45,3334,215381945318342,478991522897596,TWR-7371,None
+919194394567,+919989849148,2023-04-22 16:59:11,2838,152895376228387,453703955323853,TWR-7349,Vishing
+919942691532,+918342838606,2023-08-03 10:10:27,220,937295340105885,428579791889520,TWR-8259,None
+919722100861,+919781559918,2023-05-23 19:35:44,3092,715432685906930,484918970027938,TWR-4218,SIM Swap
+917831066348,+918263483694,2023-06-24 07:15:29,726,868605801388248,426311289497189,TWR-3847,SIM Swap
+919206955437,+917512620717,2023-05-27 11:44:32,166,414251712573472,437188217421658,TWR-3131,None
+919508201018,+918095286033,2023-01-03 04:36:59,1353,899037718625664,421788100633332,TWR-1654,None
+918385685421,+919563581525,2023-01-20 18:00:25,3168,804103763186686,442385580073759,TWR-9037,SIM Swap
+919362919975,+918537965898,2023-01-29 07:17:53,3211,457876894441067,430956085856906,TWR-4012,SIM Swap
+917292815703,+919169561289,2023-03-03 21:26:26,1703,704647828442394,412938174158659,TWR-6724,None
+917916347640,+919848999900,2023-05-09 21:22:42,1356,430533642780443,487014975081242,TWR-9691,Vishing
+919410914100,+919788722772,2023-01-04 10:03:23,469,489569291717922,433824781582243,TWR-4994,None
+919931535772,+918378413965,2023-05-29 02:39:01,3261,227650486728266,436109447382004,TWR-9851,SIM Swap
+918214741296,+917106110279,2023-12-20 22:15:59,2117,967501025377603,472380399304725,TWR-9335,Vishing
+919090810307,+917188341455,2023-04-26 02:57:53,2668,460640640744952,411590028925537,TWR-2572,None
+919310584302,+919290101581,2023-01-03 20:19:33,2567,337318699139813,488595169482045,TWR-4492,SIM Swap
+918821965723,+917446362270,2023-03-21 20:08:25,2202,891218139750252,490995046465011,TWR-2181,SIM Swap
+919946534590,+917660370908,2023-01-10 05:23:36,1880,473480550084104,412313833958118,TWR-2200,None
+917764470510,+918081936639,2023-08-05 17:43:18,288,558952726200511,463489873156829,TWR-7626,Vishing
+918358945892,+917072546169,2023-06-01 06:25:13,2757,702167807920466,490271647963010,TWR-2036,SIM Swap
+919515167269,+917195493385,2023-09-30 04:41:38,3474,502730805180639,470767867103627,TWR-2738,Vishing
+919945826425,+918294291435,2023-08-24 13:36:12,354,961623188293353,461598106098963,TWR-7249,Vishing
+919837784389,+917132367258,2023-07-04 01:53:07,640,347547026298877,441513202784602,TWR-3360,Vishing
+919908934292,+919782883717,2023-05-25 21:49:42,45,259173871996167,405876044551904,TWR-1082,SIM Swap
+919562613232,+918692568000,2023-07-28 14:37:11,2242,195846262455763,429563568536917,TWR-6633,None
+918772337553,+919774254671,2023-11-27 16:10:18,2099,281218166960199,431070583661992,TWR-5140,None
+917492300084,+917778926596,2023-09-18 13:58:02,3275,619336917828020,477359424824214,TWR-2198,Vishing
+919884866198,+917289320836,2023-04-08 08:34:40,402,916937987339659,468567351552688,TWR-6420,Vishing
+917550679848,+919883192498,2023-09-12 13:27:03,960,421032055197076,409825251005981,TWR-4170,Vishing
+919086758111,+918935509747,2023-05-08 12:24:26,2524,444158561625481,482217242360014,TWR-3496,SIM Swap
+919434653305,+918565487367,2023-11-10 16:18:26,1295,582234455468992,400679329133964,TWR-6131,None
+917951445658,+919752380581,2023-06-19 08:58:15,1133,504748441318372,495640908586479,TWR-6432,Vishing
+918987918631,+918912797925,2023-05-20 07:42:50,3173,648279657129540,415318222790006,TWR-3879,SIM Swap
+919605446007,+917352074333,2023-11-23 22:04:45,1149,321163064319780,488192370272166,TWR-2252,SIM Swap
+917323840346,+917080016490,2023-11-26 22:43:38,2077,135122660394535,481895631705351,TWR-7637,SIM Swap
+917913800164,+917157437641,2023-08-03 05:13:43,1067,707626197771845,492030291922403,TWR-3435,Vishing
+918685767569,+917959094724,2023-12-13 04:48:00,3162,925542491247413,440956194659379,TWR-3193,Vishing
+919152307647,+919192202822,2023-02-05 04:01:28,1625,665391057636123,493260965356265,TWR-4913,SIM Swap
+919938451957,+917712292620,2023-10-22 01:40:19,2105,602400107369825,425212141882601,TWR-3395,SIM Swap
+919076631329,+918541015125,2023-01-16 16:44:24,896,649037529881227,408844333020747,TWR-5331,Vishing
+918005102559,+917183860832,2023-09-17 15:40:10,846,506732507260676,466101213532658,TWR-8448,None
+917171389355,+919785392585,2023-05-06 20:33:42,422,813331882635718,438490765246851,TWR-5314,SIM Swap
+919337965699,+919448819206,2023-03-09 12:23:51,1542,526175232427001,482709754156768,TWR-2275,SIM Swap
+918080555408,+918616319802,2023-12-19 08:06:44,912,556939493454074,448562627075135,TWR-8976,Vishing
+919595066420,+917028336833,2023-07-14 21:27:34,569,286455009604491,410850075192539,TWR-9430,SIM Swap
+918206067650,+917908459040,2023-02-28 08:20:31,765,507825000469056,416655097001921,TWR-4773,Vishing
+918418304567,+917486786005,2023-07-07 00:03:37,2765,639329689786555,483147176849854,TWR-3641,SIM Swap
+918764798660,+917096405016,2023-04-05 15:10:18,176,745688752673826,422675676469432,TWR-3207,SIM Swap
+919201784149,+917168323465,2023-12-12 22:50:09,2344,162947671470979,436344727689480,TWR-3949,SIM Swap
+918741421625,+919574220936,2023-08-07 21:10:35,2611,919628879396976,430481751186745,TWR-8359,SIM Swap
+919024705373,+919068750029,2023-03-08 05:47:51,898,562485644817690,420085847658749,TWR-3979,SIM Swap
+919833169800,+919193890388,2023-04-13 17:30:41,686,871907517697615,483955673374338,TWR-2127,None
+918624405402,+918655546199,2023-02-21 08:18:58,444,327822316384987,470982535115907,TWR-7877,None
+919600650037,+917413599241,2023-03-10 21:41:40,1949,792146442062808,405495839352250,TWR-9706,SIM Swap
+917504729135,+917400247855,2023-07-07 06:48:40,2700,707182118539421,400171057903528,TWR-8069,SIM Swap
+918806824124,+918590759039,2023-12-06 17:57:12,177,696522414159889,432295701451763,TWR-8899,Vishing
+918505462528,+919529942267,2023-11-09 11:36:41,3036,957416810459260,498053404106248,TWR-2600,Vishing
+917575023565,+918093146603,2023-07-05 07:16:43,3136,194372711033336,484199755491860,TWR-9908,Vishing
+918107263953,+917811839103,2023-01-03 02:58:44,2904,988812316102703,481342416173686,TWR-9561,None
+919232360156,+917030898225,2023-05-26 15:31:54,2681,874353420964310,444460660867930,TWR-7698,Vishing
+917457771446,+917664768939,2023-06-15 11:16:30,2668,385566299722262,459612153654153,TWR-6990,SIM Swap
+918183523503,+919923179238,2023-06-04 08:32:28,3092,565253207196828,467901532695934,TWR-3928,Vishing
+919401289703,+919383326135,2023-07-07 20:58:17,1039,445263781634230,448462596993589,TWR-7522,SIM Swap
+917592999772,+919831598303,2023-02-16 05:57:35,3063,602821398137544,498422539016498,TWR-3650,None
+917921090693,+919183318911,2023-06-05 13:29:53,3219,791333185572864,496343405255335,TWR-1852,None
+918671187564,+919731069282,2023-01-03 01:18:44,3294,631051855494789,484477393323826,TWR-8133,None
+917275223478,+918129971523,2023-03-28 03:02:54,1518,785704757476348,456388558834298,TWR-9536,Vishing
+919566125120,+917246801831,2023-10-28 10:33:12,3359,820902423482759,461780932881682,TWR-1175,None
+919821296252,+919225451403,2023-04-22 01:46:26,797,982658873352015,471853082791718,TWR-9451,SIM Swap
+917995019253,+919642220886,2023-03-07 19:41:42,2760,505028455796082,492183910673435,TWR-1004,None
+917372987009,+918185139825,2023-10-30 19:04:40,1636,853970140582678,457060337654128,TWR-4281,SIM Swap
+917065998711,+917294708501,2023-12-23 23:21:16,369,420312431483554,448990900653855,TWR-6693,Vishing
+917971931819,+919604310993,2023-03-17 13:06:22,1862,554815259933152,400655304234568,TWR-5277,None
+918748629903,+919174276085,2023-02-11 08:19:31,2288,666515087172371,447847199479408,TWR-2917,SIM Swap
+918106784665,+919310277450,2023-11-12 19:04:57,3249,381636359651017,462314367061709,TWR-7178,SIM Swap
+919077174577,+918044850685,2023-10-22 04:09:45,1391,973248289176992,495925770327856,TWR-8548,SIM Swap
+917117470362,+919070046110,2023-02-15 03:41:56,1056,530849934441593,431018228892458,TWR-4767,Vishing
+918771356036,+918516536926,2023-07-20 14:10:05,2194,889049958545416,437064846970375,TWR-5067,Vishing
+917399472479,+918713394023,2023-09-19 15:19:10,3067,485051639542642,478044177276921,TWR-3924,Vishing
+918348073339,+918518433834,2023-03-26 21:11:02,2349,305794513659537,426765849330068,TWR-9175,SIM Swap
+917857561275,+918008721904,2023-10-13 14:41:44,991,398821803052384,432256092500447,TWR-4322,None
+919656853453,+918529125930,2023-03-02 13:59:02,3190,234969805503839,411046313095962,TWR-9071,SIM Swap
+917028448463,+919325612900,2023-01-17 09:55:15,3473,517928159133297,444391152750685,TWR-9066,SIM Swap
+918179969405,+919107992942,2023-03-13 00:29:21,3130,675486602210429,455994692373943,TWR-4638,SIM Swap
+917550812184,+917232564616,2023-07-24 04:12:34,3273,638539176837360,476106561302830,TWR-1533,SIM Swap
+918491594744,+918691001287,2023-12-01 03:30:37,2811,296807323919464,498269368709865,TWR-9490,Vishing
+918355711871,+919960136787,2023-01-04 06:28:01,48,337286953452724,481769217012105,TWR-2650,Vishing
+918553070149,+919631861860,2023-12-01 16:56:59,1063,717625690912996,433373024817934,TWR-5413,Vishing
+919633175934,+918473588088,2023-05-23 02:39:37,753,577319037674584,458979395138784,TWR-7099,Vishing
+918720532107,+918200999709,2023-06-25 01:05:55,736,247650544920657,481050238818666,TWR-4744,None
+918159422567,+918012775490,2023-08-04 16:08:39,1770,528838982454439,420526490792698,TWR-3450,Vishing
+917041842844,+917758522476,2023-06-13 16:51:26,2046,682099626256515,442225913504830,TWR-5111,SIM Swap
+919438830691,+917204909902,2023-06-04 17:22:29,405,283909170507778,430322726964039,TWR-5166,Vishing
+919705237613,+917413613460,2023-06-24 16:57:02,3049,392471530327302,450707934216662,TWR-5222,Vishing
+917085192104,+918768499634,2023-02-17 02:00:55,1438,865147854134808,485229172608641,TWR-4259,SIM Swap
+919473447848,+919791150990,2023-09-10 02:20:20,2205,420442271422026,445751516818712,TWR-9363,Vishing
+918919550221,+917336757755,2023-05-28 23:50:20,2513,622136109816813,490152083274486,TWR-6527,Vishing
+919711298634,+919629852007,2023-08-11 00:02:54,1657,189069338204943,448357732568179,TWR-4739,Vishing
+918360981688,+919804669917,2023-04-24 03:38:16,2909,781603868725780,455656954947735,TWR-5444,Vishing
+918559781099,+919520801229,2023-07-22 07:28:21,1844,288383338639334,417596580230151,TWR-4844,SIM Swap
+918080815661,+917343875431,2023-03-23 18:40:06,683,215978707191707,408976892048758,TWR-8752,SIM Swap
+917231178500,+917113236420,2023-10-27 09:37:22,1626,961310697061492,411716653662616,TWR-2702,Vishing
+919654728627,+917666898313,2023-02-02 17:50:16,2682,448319227115012,434815989977726,TWR-5655,Vishing
+919690714075,+917542934161,2023-02-20 23:35:28,2157,292087423785448,404943630070486,TWR-6846,Vishing
+919045069031,+919006580699,2023-12-05 05:21:36,2214,406711924757358,462605799290510,TWR-3213,SIM Swap
+919316222488,+917760366580,2023-08-18 10:56:36,2447,810496925779866,489488860163001,TWR-8126,SIM Swap
+919747862122,+919746752914,2023-07-27 07:13:43,1268,490880287469599,475949975373382,TWR-4721,None
+918897775581,+918322283789,2023-05-23 01:20:51,1688,275321680885476,401483067552885,TWR-1001,SIM Swap
+917585405992,+918476974480,2023-04-22 08:49:04,1921,109365326937505,467142173501619,TWR-5908,None
+918848705588,+918258093032,2023-08-20 20:28:41,947,108129500213918,452585639158391,TWR-4089,Vishing
+919407562635,+918877357553,2023-06-03 07:21:21,1023,904946291984265,490914738651496,TWR-7385,Vishing
+917947437263,+918129491690,2023-01-31 18:17:17,1729,369722336963419,496356276701757,TWR-5454,Vishing
+919785101763,+919284683201,2023-11-11 02:38:34,1101,311670646657428,409637277322323,TWR-3988,None
+918243802345,+917473976901,2023-09-05 08:16:13,1865,609772321489872,498583553152259,TWR-9060,None
+918377154307,+917083302600,2023-03-01 02:08:03,203,702326083523188,426165035818667,TWR-2675,Vishing
+918156184315,+917537039291,2023-10-05 18:06:33,1795,109237302587514,412692628273173,TWR-3468,None
+919119908041,+917932815734,2023-05-13 18:51:31,1721,984648637070670,470144544575625,TWR-7084,Vishing
+919993312165,+917136309890,2023-05-09 06:08:25,328,945068503262840,420564095726014,TWR-1918,Vishing
+918685438702,+917306594932,2023-07-30 22:54:57,1925,316389822289195,417162743497942,TWR-5078,Vishing
+918902502763,+918061553531,2023-10-14 11:06:26,137,618854379664325,473341265102933,TWR-4415,Vishing
+918671270375,+919926772459,2023-05-02 05:04:12,1323,808373932327505,405938772557528,TWR-9534,None
+918087969934,+919066865372,2023-09-05 23:26:16,1223,505802248539461,407331026074540,TWR-4568,None
+918013465558,+919718323324,2023-06-18 14:40:47,1329,288428869925422,438859981007705,TWR-2960,Vishing
+918044060736,+917038353417,2023-01-17 07:24:23,2380,877718863091037,496883618567889,TWR-3539,Vishing
+917384313264,+918068253975,2023-03-03 05:51:22,2047,872304231864213,447629549404787,TWR-1983,None
+918526936792,+919768428107,2023-03-01 18:37:25,2872,991113528259479,417708611405058,TWR-8992,None
+918360386030,+919398096865,2023-11-03 05:55:44,2640,491047137390036,403003010919572,TWR-7189,Vishing
+917578670284,+918076732154,2023-12-16 00:08:48,161,895588941365948,478677089976329,TWR-5828,SIM Swap
+919993754459,+919104929112,2023-03-15 16:50:20,2321,712059411039462,445553916349797,TWR-8674,Vishing
+919571310779,+919381646593,2023-03-04 06:30:32,282,274541162192738,441611573254110,TWR-5314,SIM Swap
+918576737058,+918950254385,2023-01-01 06:42:33,3178,669657137671429,487217981281034,TWR-6965,SIM Swap
+918025580463,+918377370646,2023-10-08 00:14:25,259,313775071484306,496153683718078,TWR-9151,SIM Swap
+917661989794,+919632983517,2023-04-20 22:57:15,1321,821594920530705,415544869727017,TWR-2577,SIM Swap
+919829915449,+917286387753,2023-01-18 00:02:01,3420,246114520260976,428437112786563,TWR-2753,Vishing
+917822987217,+917424143426,2023-01-13 08:33:26,2338,840754678560328,474004390655938,TWR-5193,None
+918573478551,+917947997148,2023-08-24 07:53:49,2940,114732042226642,492286858812426,TWR-9051,None
+919010298703,+919744126400,2023-01-24 13:46:00,1478,937082932732979,408206430235306,TWR-5355,SIM Swap
+917174603960,+917302314710,2023-11-21 01:41:53,1244,209347803561136,474823617478381,TWR-7313,None
+917829441721,+919259977516,2023-09-13 02:31:58,1018,804054962246986,425181167785028,TWR-7802,SIM Swap
+917453179940,+919742870469,2023-08-12 21:57:46,1466,616472714267497,493624714549256,TWR-7997,None
+917716440566,+917774797220,2023-08-02 14:02:58,1644,480003694119900,422263639573118,TWR-9747,SIM Swap
+918902722773,+918513220374,2023-12-17 11:46:10,1290,465531768132874,452316330285652,TWR-7755,SIM Swap
+918849361671,+918389211119,2023-08-25 06:49:25,985,714320180969564,452786066882181,TWR-5162,Vishing
+918943058119,+918921996951,2023-06-04 05:09:08,0,139027192343254,440037611931935,TWR-1267,SIM Swap
+917580188682,+918296400037,2023-01-03 13:13:33,1230,349825295680993,403055074252749,TWR-5521,SIM Swap
+919195894317,+919389389445,2023-08-10 15:00:47,2341,206155076182908,464789743736346,TWR-6827,None
+917594458674,+918138115565,2023-05-23 13:27:37,2384,362329085632321,412933436317387,TWR-7550,SIM Swap
+917933885988,+917331578205,2023-10-09 00:15:33,1329,643286703670526,468715924379239,TWR-2562,SIM Swap
+919758462618,+918290179211,2023-01-15 12:19:42,2993,748839886238305,411043999646090,TWR-1916,Vishing
+918494348846,+918865323193,2023-06-11 18:15:49,3554,355261805135986,491872561716802,TWR-1187,SIM Swap
+919715250922,+918642768997,2023-01-22 00:30:32,1248,146366424169686,475987932854926,TWR-3450,Vishing
+919157798468,+919996893560,2023-03-27 17:58:43,627,858444196814274,480958394635592,TWR-9269,None
+917953850512,+918855149589,2023-04-23 12:58:24,3220,266646424686638,447309632513074,TWR-2352,Vishing
+919454318650,+917211789542,2023-08-01 21:09:02,1635,195787488313317,470623858908732,TWR-8118,SIM Swap
+917559957102,+917579265528,2023-07-06 18:31:21,2290,649279923387776,491793738931440,TWR-4212,SIM Swap
+919645686265,+919251627092,2023-04-06 15:10:39,992,399776140067486,460528015345137,TWR-6298,SIM Swap
+919473979489,+917384806111,2023-02-13 16:51:15,2751,576863405261680,449020030561850,TWR-4120,Vishing
+918479723230,+919550682924,2023-09-12 12:51:45,99,443196962510168,486725481661322,TWR-8245,SIM Swap
+917626285594,+918891776000,2023-01-18 10:17:20,3351,324825360906623,452611998004175,TWR-3555,SIM Swap
+917368570209,+917482632941,2023-10-15 05:24:01,223,115463117863659,497643260846577,TWR-2823,Vishing
+918932999727,+919023746966,2023-01-09 20:01:40,1359,933177308472882,429817973684680,TWR-4339,SIM Swap
+919247409826,+918110927658,2023-08-02 03:11:14,1978,921823193198092,419894255452970,TWR-1301,Vishing
+919503987156,+919849832530,2023-07-24 14:07:24,178,291762797008460,439969223827274,TWR-4288,SIM Swap
+919654138501,+918165144965,2023-01-21 14:47:25,1904,174981574848605,492940466536340,TWR-5445,SIM Swap
+919835109520,+918547129428,2023-12-02 15:41:40,441,429316699361586,454398550003474,TWR-4787,Vishing
+919184164080,+917427794685,2023-12-18 00:41:53,1292,698484782413618,426234038289858,TWR-4258,SIM Swap
+918967036002,+919408134650,2023-12-26 18:12:27,2918,144753651516563,442913292076020,TWR-6465,Vishing
+918689639333,+917674332429,2023-01-08 03:14:29,1420,496217967118195,487992521330611,TWR-5953,None
+919152858629,+918184888162,2023-11-12 07:23:23,253,390123433635245,454489729007225,TWR-1482,SIM Swap
+918203423402,+917968870326,2023-02-28 22:01:21,1399,542308175415325,419317289430552,TWR-2438,SIM Swap
+918641567077,+919236466111,2023-09-21 07:22:13,2508,804279600520471,432009044884964,TWR-7837,None
+919460580557,+917656052639,2023-06-15 14:56:30,1279,781585152387889,463214742929714,TWR-9883,None
+917888015719,+919802348672,2023-02-23 19:37:36,2379,870171565648401,428474774630268,TWR-3262,Vishing
+919957222810,+919249727410,2023-12-20 05:44:20,553,263426812952366,444681223590922,TWR-2111,SIM Swap
+919289052391,+917508469555,2023-03-13 12:15:52,1300,918617096666110,458273999861476,TWR-7737,Vishing
+918902689772,+919735238728,2023-12-29 10:31:14,3024,271086903214433,426451754851654,TWR-2749,None
+917793480168,+917112520487,2023-10-24 02:31:32,2506,400461381924051,479803093411240,TWR-4783,SIM Swap
+917997216402,+917991761103,2023-09-24 22:49:34,106,189482891660573,418869838322285,TWR-9230,SIM Swap
+919013323898,+919789875688,2023-05-26 05:33:15,753,536243488122773,466690067947773,TWR-3253,None
+917830044665,+917971835392,2023-01-13 12:24:04,1673,350574461026520,494483879017949,TWR-4323,None
+917284053367,+917760545067,2023-12-27 01:13:41,1799,794749044157074,496806372173251,TWR-6323,Vishing
+918059928520,+918836337675,2023-06-07 05:37:54,3179,784467642769535,455470846512335,TWR-9784,SIM Swap
+919754765491,+917165407669,2023-07-22 04:48:04,447,614423057592229,434583058784760,TWR-9498,SIM Swap
+918699137133,+917168584421,2023-08-05 14:08:58,1586,961495346913496,426719203270752,TWR-5770,Vishing
+918709568319,+918308050094,2023-10-28 11:11:32,3389,619430277804756,459455947333031,TWR-5823,SIM Swap
+917234276135,+919963325389,2023-07-20 18:30:22,582,608565557536900,415927889042420,TWR-3945,SIM Swap
+919989787464,+919346800656,2023-02-22 13:08:58,1610,464184938153415,403506629853564,TWR-3930,Vishing
+919535385657,+917867291356,2023-12-09 17:56:51,1862,381565558342577,497351120621697,TWR-3686,SIM Swap
+917530618370,+917391663395,2023-02-14 08:05:39,2892,813902804158039,412005992422332,TWR-9582,SIM Swap
+918649642719,+919197590676,2023-08-26 16:55:46,654,719632263238952,406177797666314,TWR-3799,Vishing
+919428767813,+919832661238,2023-12-02 00:41:25,614,301383047658792,459047430762293,TWR-6047,Vishing
+918916664525,+918240302958,2023-09-01 06:57:49,740,103978010957543,401719074021768,TWR-8514,Vishing
